team_abbreviation,year_id,pts,opp_pts,game_result,game_location
MIA,2015,92,102,L,Away
NYK,2015,94,125,L,Away
GSW,2015,125,94,W,Home
IND,2015,89,93,L,Home
BOS,2015,93,89,W,Away
MIL,2015,83,96,L,Away
MEM,2015,96,83,W,Home
BRK,2015,94,87,W,Away
PHI,2015,87,94,L,Home
UTA,2015,88,85,W,Home
SAC,2015,97,113,L,Away
WAS,2015,113,97,W,Home
LAC,2015,98,100,L,Home
HOU,2015,100,98,W,Away
LAL,2015,86,91,L,Home
ATL,2015,91,86,W,Away
DEN,2015,118,111,W,Away
CHI,2015,100,109,L,Away
OKC,2015,109,100,W,Home
ORL,2015,108,123,L,Home
CLE,2015,123,108,W,Away
NYK,2015,89,102,L,Away
PHO,2015,102,89,W,Home
SAS,2015,123,97,W,Home
MIN,2015,97,123,L,Away
TOR,2015,97,113,L,Home
POR,2015,113,97,W,Away
BOS,2015,108,89,W,Home
PHI,2015,89,108,L,Away
OKC,2015,115,119,L,Away
DAL,2015,119,115,W,Home
LAL,2015,105,108,L,Away
GSW,2015,108,105,W,Home
TOR,2015,117,98,W,Away
IND,2015,98,117,L,Home
DEN,2015,81,92,L,Away
MEM,2015,92,81,W,Home
CLE,2015,92,106,L,Away
MIA,2015,106,92,W,Home
MIN,2015,106,122,L,Home
BRK,2015,122,106,W,Away
ATL,2015,110,103,W,Away
SAC,2015,103,110,L,Home
CHO,2015,66,94,L,Away
UTA,2015,94,66,W,Home
POR,2015,97,105,L,Away
WAS,2015,105,97,W,Home
DET,2015,105,95,W,Home
MEM,2015,95,105,L,Away
ORL,2015,94,107,L,Away
HOU,2015,107,94,W,Home
LAC,2015,99,92,W,Home
CHO,2015,92,99,L,Away
MIL,2015,84,85,L,Away
NOP,2015,85,84,W,Home
SAS,2015,100,104,L,Away
NYK,2015,104,100,W,Home
IND,2015,86,103,L,Away
CHI,2015,103,86,W,Home
CLE,2015,117,92,W,Home
BRK,2015,92,117,L,Away
ORL,2015,102,107,L,Away
DAL,2015,107,102,W,Home
ATL,2015,95,114,L,Away
GSW,2015,114,95,W,Home
MIA,2015,108,104,W,Home
POR,2015,104,108,L,Away
SAS,2015,114,103,W,Away
OKC,2015,122,118,W,Home
BOS,2015,118,122,L,Away
PHI,2015,94,83,W,Home
DET,2015,83,94,L,Away
LAC,2015,116,105,W,Away
SAC,2015,105,116,L,Home
TOR,2015,105,100,W,Home
MIN,2015,100,105,L,Away
UTA,2015,84,88,L,Home
WAS,2015,88,84,W,Away
HOU,2015,118,108,W,Home
DEN,2015,108,118,L,Away
UTA,2015,80,73,W,Away
LAL,2015,73,80,L,Home
NYK,2015,92,95,L,Home
MIN,2015,95,92,W,Away
PHO,2015,74,72,W,Home
NOP,2015,72,74,L,Away
BRK,2015,129,127,W,Home
MIL,2015,127,129,L,Away
CHI,2015,108,92,W,Home
TOR,2015,92,108,L,Away
IND,2015,92,95,L,Away
CLE,2015,95,92,W,Home
MEM,2015,112,101,W,Away
DAL,2015,101,112,L,Home
NOP,2015,96,112,L,Away
GSW,2015,112,96,W,Home
WAS,2015,99,113,L,Away
LAC,2015,113,99,W,Home
DEN,2015,91,108,L,Away
MIA,2015,108,91,W,Home
OKC,2015,123,115,W,Home
ATL,2015,115,123,L,Away
POR,2015,104,111,L,Away
ORL,2015,111,104,W,Home
PHI,2015,97,81,W,Home
SAC,2015,101,91,W,Home
CHO,2015,91,101,L,Away
BOS,2015,89,101,L,Away
SAS,2015,101,89,W,Home
CHI,2015,91,107,L,Away
DET,2015,107,91,W,Home
UTA,2015,91,106,L,Away
GSW,2015,106,91,W,Home
PHO,2015,117,102,W,Away
HOU,2015,102,117,L,Home
BRK,2015,123,111,W,Away
IND,2015,111,123,L,Home
MEM,2015,97,86,W,Home
POR,2015,86,97,L,Away
SAS,2015,114,95,W,Away
BOS,2015,97,105,L,Home
DET,2015,105,97,W,Away
LAC,2015,107,100,W,Home
PHI,2015,87,101,L,Away
LAL,2015,101,87,W,Home
MIL,2015,90,108,L,Home
CLE,2015,108,90,W,Away
CHO,2015,109,98,W,Away
MIN,2015,98,109,L,Home
OKC,2015,93,75,W,Home
DEN,2015,119,100,W,Away
ORL,2015,100,119,L,Home
PHO,2015,98,92,W,Home
DAL,2015,92,98,L,Away
WAS,2015,86,109,L,Away
SAC,2015,109,86,W,Home
NYK,2015,89,106,L,Away
TOR,2015,106,89,W,Home
BOS,2015,110,91,W,Away
BRK,2015,91,110,L,Home
CHO,2015,86,98,L,Away
CHI,2015,98,86,W,Home
WAS,2015,76,107,L,Away
GSW,2015,107,76,W,Home
IND,2015,100,110,L,Home
HOU,2015,110,100,W,Away
MEM,2015,103,82,W,Away
MIN,2015,106,104,W,Away
UTA,2015,104,106,L,Home
DAL,2015,101,94,W,Home
SAS,2015,94,101,L,Away
DET,2015,108,104,W,Home
MIL,2015,89,88,W,Home
MIA,2015,88,89,L,Away
OKC,2015,127,117,W,Home
LAL,2015,117,127,L,Away
POR,2015,108,122,L,Home
GSW,2015,122,108,W,Away
PHI,2015,106,107,L,Away
SAC,2015,107,106,W,Home
BOS,2015,86,93,L,Home
MIA,2015,93,86,W,Away
BRK,2015,91,88,W,Away
CHO,2015,88,91,L,Home
PHI,2015,99,85,W,Away
DEN,2015,85,99,L,Home
CLE,2015,111,89,W,Away
MEM,2015,89,111,L,Home
LAL,2015,101,99,W,Away
MIN,2015,99,101,L,Home
HOU,2015,95,93,W,Away
NYK,2015,80,111,L,Home
LAC,2015,111,80,W,Away
ATL,2015,95,83,W,Away
ORL,2015,83,95,L,Home
PHO,2015,99,108,L,Home
SAC,2015,108,99,W,Away
OKC,2015,91,130,L,Away
SAS,2015,130,91,W,Home
CHI,2015,116,103,W,Away
TOR,2015,103,116,L,Home
UTA,2015,89,92,L,Home
POR,2015,92,89,W,Away
WAS,2015,101,103,L,Home
IND,2015,103,101,W,Away
MIL,2015,111,107,W,Home
IND,2015,107,111,L,Away
MIA,2015,86,99,L,Away
ATL,2015,99,86,W,Home
BRK,2015,106,98,W,Home
CLE,2015,98,106,L,Away
UTA,2015,91,107,L,Away
DEN,2015,107,91,W,Home
MIN,2015,110,120,L,Away
HOU,2015,120,110,W,Home
GSW,2015,107,84,W,Away
MEM,2015,84,107,L,Home
NOP,2015,102,88,W,Home
SAC,2015,88,102,L,Away
BOS,2015,96,92,W,Away
NYK,2015,92,96,L,Home
DET,2015,111,97,W,Away
ORL,2015,97,111,L,Home
LAC,2015,119,98,W,Away
PHI,2015,98,119,L,Home
POR,2015,87,81,W,Away
PHO,2015,81,87,L,Home
SAS,2015,94,76,W,Home
DAL,2015,76,94,L,Away
LAL,2015,83,94,L,Away
TOR,2015,94,83,W,Home
WAS,2015,110,107,W,Home
CHO,2015,107,110,L,Away
CHI,2015,111,80,W,Home
CHO,2015,115,100,W,Home
MIL,2015,95,108,L,Home
GSW,2015,108,95,W,Away
POR,2015,120,114,W,Home
DEN,2015,114,120,L,Away
UTA,2015,94,89,W,Home
OKC,2015,89,94,L,Away
LAC,2015,119,106,W,Away
BOS,2015,106,119,L,Home
LAL,2015,99,107,L,Away
PHI,2015,86,87,L,Away
CLE,2015,87,86,W,Home
DAL,2015,99,104,L,Away
IND,2015,104,99,W,Home
MIA,2015,109,102,W,Home
MIN,2015,88,110,L,Away
NOP,2015,110,88,W,Home
OKC,2015,109,97,W,Away
PHO,2015,97,109,L,Home
SAS,2015,103,89,W,Home
MEM,2015,89,103,L,Away
HOU,2015,99,91,W,Away
MIL,2015,88,101,L,Away
ATL,2015,101,88,W,Home
CHO,2015,104,116,L,Home
BOS,2015,116,104,W,Away
MEM,2015,97,83,W,Home
SAC,2015,83,97,L,Away
MIN,2015,84,104,L,Home
UTA,2015,104,84,W,Away
LAL,2015,113,111,W,Away
PHI,2015,111,113,L,Home
POR,2015,109,86,W,Home
PHO,2015,86,109,L,Away
HOU,2015,96,99,L,Away
TOR,2015,99,96,W,Home
BRK,2015,111,106,W,Home
IND,2015,106,111,L,Away
ATL,2015,95,105,L,Away
LAC,2015,106,110,L,Home
GSW,2015,110,106,W,Away
SAS,2015,95,81,W,Away
MIA,2015,81,95,L,Home
BOS,2015,100,87,W,Home
IND,2015,87,100,L,Away
CHO,2015,102,78,W,Home
DET,2015,78,102,L,Away
SAC,2015,111,115,L,Away
NOP,2015,113,92,W,Away
LAL,2015,92,113,L,Home
MIL,2015,95,91,W,Home
CHI,2015,91,95,L,Away
TOR,2015,113,99,W,Away
NYK,2015,98,100,L,Home
OKC,2015,131,135,L,Home
DAL,2015,135,131,W,Away
SAS,2015,103,91,W,Away
ORL,2015,91,103,L,Home
LAC,2015,126,122,W,Away
POR,2015,122,126,L,Home
UTA,2015,98,84,W,Home
DEN,2015,84,98,L,Away
WAS,2015,106,93,W,Home
PHI,2015,93,106,L,Away
MIA,2015,88,114,L,Away
CLE,2015,114,88,W,Home
DAL,2015,101,108,L,Home
HOU,2015,108,101,W,Away
PHO,2015,106,107,L,Away
GSW,2015,107,106,W,Home
BOS,2015,101,110,L,Home
MIL,2015,110,101,W,Away
BRK,2015,114,109,W,Home
TOR,2015,109,114,L,Away
DET,2015,82,88,L,Away
CHI,2015,88,82,W,Home
CHO,2015,74,93,L,Away
IND,2015,93,74,W,Home
LAL,2015,77,107,L,Home
POR,2015,107,77,W,Away
MEM,2015,100,92,W,Home
MIN,2015,84,97,L,Home
ORL,2015,97,84,W,Away
SAC,2015,95,101,L,Home
NOP,2015,101,95,W,Away
SAS,2015,123,93,W,Home
DEN,2015,93,123,L,Away
NYK,2015,87,101,L,Away
WAS,2015,101,87,W,Home
BRK,2015,99,131,L,Away
ATL,2015,131,99,W,Home
CHO,2015,92,91,W,Home
PHI,2015,91,92,L,Away
GSW,2015,123,110,W,Away
DAL,2015,110,123,L,Home
DEN,2015,92,107,L,Home
LAC,2015,107,92,W,Away
MIA,2015,98,99,L,Away
DET,2015,99,98,W,Home
MEM,2015,83,92,L,Home
WAS,2015,92,83,W,Away
MIL,2015,90,97,L,Home
ORL,2015,97,90,W,Away
UTA,2015,85,87,L,Away
PHO,2015,87,85,W,Home
NOP,2015,90,99,L,Away
POR,2015,99,90,W,Home
BOS,2015,117,116,W,Away
TOR,2015,116,117,L,Home
CHI,2015,94,99,L,Away
MIA,2015,89,112,L,Away
IND,2015,112,89,W,Home
LAC,2015,106,78,W,Away
LAL,2015,78,106,L,Home
PHI,2015,91,101,L,Away
NYK,2015,101,91,W,Home
HOU,2015,115,112,W,Away
UTA,2015,101,95,W,Away
GSW,2015,92,107,L,Away
SAS,2015,107,92,W,Home
BRK,2015,106,96,W,Home
POR,2015,96,106,L,Away
ATL,2015,96,69,W,Home
PHO,2015,69,96,L,Away
LAL,2015,100,105,L,Away
LAC,2015,105,100,W,Home
MIA,2015,105,100,W,Home
NOP,2015,103,100,W,Home
GSW,2015,100,103,L,Away
OKC,2015,88,113,L,Home
SAS,2015,113,88,W,Away
MIN,2015,111,116,L,Away
SAC,2015,116,111,W,Home
BRK,2015,111,114,L,Home
ATL,2015,114,111,W,Away
CHO,2015,74,92,L,Home
TOR,2015,92,74,W,Away
DAL,2015,107,104,W,Home
PHO,2015,104,107,L,Away
LAL,2015,101,119,L,Away
DEN,2015,119,101,W,Home
DET,2015,103,113,L,Home
BOS,2015,113,103,W,Away
NOP,2015,74,110,L,Away
MEM,2015,110,74,W,Home
MIL,2015,99,104,L,Home
CLE,2015,104,99,W,Away
IND,2015,102,86,W,Away
NYK,2015,86,102,L,Home
ORL,2015,105,103,W,Home
CHI,2015,103,105,L,Away
PHI,2015,90,119,L,Home
WAS,2015,119,90,W,Away
POR,2015,116,91,W,Home
MIN,2015,91,116,L,Away
SAS,2015,110,98,W,Home
HOU,2015,98,110,L,Away
SAC,2015,91,103,L,Away
UTA,2015,103,91,W,Home
POR,2015,105,116,L,Away
CHI,2015,89,78,W,Away
MIA,2015,78,89,L,Home
ATL,2015,104,80,W,Home
CHO,2015,80,104,L,Away
WAS,2015,80,117,L,Away
BRK,2015,117,80,W,Home
CLE,2015,90,99,L,Home
DEN,2015,143,144,L,Home
DAL,2015,144,143,W,Away
SAS,2015,104,103,W,Away
LAL,2015,106,98,W,Home
MIN,2015,98,106,L,Away
PHO,2015,75,90,L,Away
NOP,2015,90,75,W,Home
NYK,2015,91,99,L,Home
MIL,2015,99,91,W,Away
OKC,2015,116,103,W,Home
SAC,2015,103,116,L,Away
TOR,2015,101,99,W,Away
ORL,2015,99,101,L,Home
UTA,2015,88,89,L,Home
MEM,2015,89,88,W,Away
CHI,2015,114,107,W,Home
PHI,2015,107,114,L,Away
GSW,2015,110,101,W,Home
MEM,2015,86,94,L,Away
LAC,2015,94,86,W,Home
MIA,2015,104,107,L,Home
TOR,2015,107,104,W,Away
NYK,2015,80,79,W,Away
ORL,2015,79,80,L,Home
POR,2015,105,111,L,Home
UTA,2015,111,105,W,Away
BOS,2015,117,78,W,Home
CLE,2015,78,117,L,Away
DEN,2015,122,111,W,Home
SAC,2015,111,122,L,Away
DET,2015,116,77,W,Home
CHO,2015,77,116,L,Away
HOU,2015,121,114,W,Home
NOP,2015,114,121,L,Away
OKC,2015,104,116,L,Away
IND,2015,116,104,W,Home
LAL,2015,106,120,L,Home
DAL,2015,120,106,W,Away
MIL,2015,96,73,W,Home
BRK,2015,73,96,L,Away
SAS,2015,107,91,W,Home
PHO,2015,91,107,L,Away
ATL,2015,99,108,L,Away
WAS,2015,108,99,W,Home
NYK,2015,112,108,W,Away
ATL,2015,108,112,L,Home
BRK,2015,86,113,L,Home
CHI,2015,113,86,W,Away
HOU,2015,100,90,W,Away
CHO,2015,90,100,L,Home
DET,2015,97,109,L,Away
MEM,2015,107,111,L,Away
GSW,2015,111,107,W,Home
DEN,2015,103,110,L,Away
LAC,2015,110,103,W,Home
ORL,2015,93,100,L,Away
MIA,2015,100,93,W,Home
NOP,2015,100,88,W,Away
MIN,2015,88,100,L,Home
POR,2015,90,101,L,Away
OKC,2015,101,90,W,Home
MIL,2015,107,97,W,Away
PHI,2015,97,107,L,Home
SAC,2015,102,92,W,Home
LAL,2015,92,102,L,Away
UTA,2015,109,92,W,Home
DAL,2015,92,109,L,Away
BOS,2015,95,93,W,Home
IND,2015,99,95,W,Home
WAS,2015,95,99,L,Away
LAC,2015,112,101,W,Away
PHO,2015,101,112,L,Home
BRK,2015,101,88,W,Home
ORL,2015,88,101,L,Away
CHI,2015,91,85,W,Home
ATL,2015,85,91,L,Away
WAS,2015,108,113,L,Away
CLE,2015,113,108,W,Home
DAL,2015,114,98,W,Home
POR,2015,98,114,L,Away
DEN,2015,126,133,L,Away
GSW,2015,133,126,W,Home
UTA,2015,91,117,L,Away
HOU,2015,117,91,W,Home
SAC,2015,122,99,W,Away
LAL,2015,99,122,L,Home
IND,2015,83,95,L,Away
MEM,2015,95,83,W,Home
MIL,2015,100,105,L,Home
BOS,2015,105,100,W,Away
MIN,2015,113,138,L,Home
OKC,2015,138,113,W,Away
SAS,2015,103,108,L,Away
DET,2015,112,90,W,Away
NYK,2015,90,112,L,Home
PHI,2015,101,105,L,Home
MIA,2015,105,101,W,Away
CHO,2015,87,92,L,Away
TOR,2015,92,87,W,Home
MIL,2015,91,103,L,Away
CHI,2015,103,91,W,Home
NOP,2015,99,106,L,Away
GSW,2015,106,99,W,Home
DAL,2015,108,118,L,Away
WAS,2015,93,86,W,Away
TOR,2015,86,93,L,Home
ATL,2015,99,92,W,Home
BRK,2015,92,99,L,Away
BOS,2015,100,113,L,Away
CLE,2015,113,100,W,Home
SAS,2015,92,107,L,Away
MEM,2015,100,86,W,Home
POR,2015,86,100,L,Away
CHI,2015,91,82,W,Home
MIL,2015,82,91,L,Away
NOP,2015,87,97,L,Away
GSW,2015,97,87,W,Home
CLE,2015,99,91,W,Home
BOS,2015,91,99,L,Away
DAL,2015,99,111,L,Away
HOU,2015,111,99,W,Home
TOR,2015,106,117,L,Home
WAS,2015,117,106,W,Away
ATL,2015,96,91,W,Home
BRK,2015,91,96,L,Away
LAC,2015,107,111,L,Home
SAS,2015,111,107,W,Away
POR,2015,82,97,L,Away
MEM,2015,97,82,W,Home
BOS,2015,95,103,L,Home
CHI,2015,113,106,W,Away
MIL,2015,106,113,L,Home
GSW,2015,123,119,W,Away
NOP,2015,119,123,L,Home
DAL,2015,128,130,L,Home
HOU,2015,130,128,W,Away
SAS,2015,100,73,W,Home
LAC,2015,73,100,L,Away
WAS,2015,106,99,W,Home
TOR,2015,99,106,L,Away
ATL,2015,83,91,L,Away
BRK,2015,91,83,W,Home
CHI,2015,90,92,L,Away
MIL,2015,92,90,W,Home
GSW,2015,109,98,W,Away
NOP,2015,98,109,L,Home
POR,2015,109,115,L,Home
MEM,2015,115,109,W,Away
CLE,2015,101,93,W,Away
BOS,2015,93,101,L,Home
DAL,2015,121,109,W,Home
HOU,2015,109,121,L,Away
LAC,2015,114,105,W,Away
SAS,2015,105,114,L,Home
WAS,2015,125,94,W,Home
TOR,2015,94,125,L,Away
ATL,2015,115,120,L,Away
BRK,2015,120,115,W,Home
MIL,2015,94,88,W,Away
CHI,2015,88,94,L,Home
POR,2015,99,92,W,Home
MEM,2015,92,99,L,Away
DAL,2015,94,103,L,Away
HOU,2015,103,94,W,Home
ATL,2015,107,97,W,Home
BRK,2015,97,107,L,Away
POR,2015,93,99,L,Away
MIL,2015,66,120,L,Home
CHI,2015,120,66,W,Away
SAS,2015,96,102,L,Home
LAC,2015,102,96,W,Away
ATL,2015,111,87,W,Away
BRK,2015,87,111,L,Home
LAC,2015,111,109,W,Home
SAS,2015,109,111,L,Away
ATL,2015,98,104,L,Home
WAS,2015,104,98,W,Away
MEM,2015,86,101,L,Away
GSW,2015,101,86,W,Home
CHI,2015,99,92,W,Away
CLE,2015,92,99,L,Home
HOU,2015,101,117,L,Home
LAC,2015,117,101,W,Away
WAS,2015,90,106,L,Away
ATL,2015,106,90,W,Home
GSW,2015,90,97,L,Home
CLE,2015,106,91,W,Home
CHI,2015,91,106,L,Away
HOU,2015,115,109,W,Home
LAC,2015,109,115,L,Away
CHI,2015,99,96,W,Home
CLE,2015,96,99,L,Away
LAC,2015,124,99,W,Home
HOU,2015,99,124,L,Away
GSW,2015,89,99,L,Away
MEM,2015,99,89,W,Home
ATL,2015,101,103,L,Away
WAS,2015,103,101,W,Home
CHI,2015,84,86,L,Home
CLE,2015,86,84,W,Away
LAC,2015,128,95,W,Home
HOU,2015,95,128,L,Away
GSW,2015,101,84,W,Away
MEM,2015,84,101,L,Home
ATL,2015,106,101,W,Away
WAS,2015,101,106,L,Home
CLE,2015,106,101,W,Home
LAC,2015,103,124,L,Away
HOU,2015,124,103,W,Home
ATL,2015,82,81,W,Home
WAS,2015,81,82,L,Away
MEM,2015,78,98,L,Away
GSW,2015,98,78,W,Home
CLE,2015,94,73,W,Away
CHI,2015,73,94,L,Home
LAC,2015,107,119,L,Home
HOU,2015,119,107,W,Away
WAS,2015,91,94,L,Home
ATL,2015,94,91,W,Away
MEM,2015,95,108,L,Home
LAC,2015,100,113,L,Away
HOU,2015,113,100,W,Home
ATL,2015,89,97,L,Home
CLE,2015,97,89,W,Away
GSW,2015,99,98,W,Home
HOU,2015,98,99,L,Away
ATL,2015,82,94,L,Home
CLE,2015,94,82,W,Away
GSW,2015,115,80,W,Away
HOU,2015,80,115,L,Home
CLE,2015,114,111,W,Home
ATL,2015,111,114,L,Away
GSW,2015,115,128,L,Away
HOU,2015,128,115,W,Home
CLE,2015,118,88,W,Home
ATL,2015,88,118,L,Away
HOU,2015,90,104,L,Away
GSW,2015,104,90,W,Home
CLE,2015,100,108,L,Away
GSW,2015,108,100,W,Home
CLE,2015,95,93,W,Away
GSW,2015,93,95,L,Home
GSW,2015,91,96,L,Away
CLE,2015,96,91,W,Home
GSW,2015,103,82,W,Away
CLE,2015,82,103,L,Home
GSW,2015,104,91,W,Home
CLE,2015,91,104,L,Away
CLE,2015,97,105,L,Home
GSW,2015,105,97,W,Away
